Area,Bedrooms,Bathrooms,Balcony,Floor_No,Total_Floors,Carpet_Area,Parking_Count,Maintenance_Cost,City,Property_Type,Quality,Furnishing,Property_Age,Facing,Parking,Gym,Pool,Lift,Security,Garden,Play_Area,Club_House,Power_Backup,Water_Supply,WiFi,Maintenance,Fire_Safety,CCTV,Intercom,Rainwater,Visitor_Parking,Price
2917,4,3,0,13,16,2669,0,1755,Ahmedabad,independent,low,full,0-5,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,21937617
2229,3,4,1,11,28,2014,2,400,Ahmedabad,apartment,low,unfurnished,10-20,3,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,12154824
2896,1,1,1,0,6,2479,0,3671,Jaipur,apartment,high,semi,20+,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,20891245
1150,3,4,3,19,20,1076,0,4409,Ahmedabad,apartment,high,full,0-5,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,7701975
2718,3,3,1,19,20,2135,1,1066,Rajahmundry,independent,medium,semi,5-10,4,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,17502037
2264,2,2,0,13,14,1809,2,310,Ahmedabad,apartment,medium,semi,5-10,7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,15901473
986,4,4,2,9,14,821,1,3933,Rajahmundry,villa,high,unfurnished,20+,4,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,8767432
2188,3,2,3,8,9,1832,1,2763,Rajahmundry,independent,high,unfurnished,5-10,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,12609801
3221,4,3,0,0,2,2935,1,1386,Jaipur,villa,low,unfurnished,0-5,4,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,20479679
1299,3,4,2,4,9,1003,0,3286,Kolkata,independent,low,full,0-5,5,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,8425108
613,4,3,2,7,26,494,0,5147,Mumbai,villa,medium,full,20+,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,9471863
2752,2,2,3,0,2,2289,1,3765,Mumbai,apartment,low,unfurnished,0-5,7,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,26361708
2964,3,4,0,14,15,2475,0,4812,Hyderabad,apartment,medium,semi,10-20,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,27365751
1401,3,3,1,5,18,1278,1,1567,Rajahmundry,apartment,low,semi,0-5,6,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,8258991
1977,2,2,0,13,19,1813,2,3139,Delhi,villa,medium,full,20+,6,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,21962415
1130,3,3,1,8,9,916,0,4824,Hyderabad,villa,low,unfurnished,10-20,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,10842436
2328,1,1,2,3,4,2143,2,4938,Delhi,apartment,low,full,5-10,2,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,17808030
2037,1,2,0,18,19,1543,2,2,Chennai,independent,medium,unfurnished,20+,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,19362846
3331,4,4,2,11,16,2530,0,435,Mumbai,independent,low,unfurnished,0-5,3,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,37737683
2065,4,3,1,9,22,1674,0,3808,Mumbai,independent,low,unfurnished,20+,5,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,21679084
2710,2,3,0,18,22,2249,2,3403,Hyderabad,independent,medium,full,5-10,5,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,20646725
1584,4,4,3,18,19,1349,0,5912,Jaipur,villa,low,full,0-5,6,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,10193268
3142,1,1,2,9,17,2872,0,730,Jaipur,independent,high,unfurnished,0-5,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,21562458
3289,3,4,2,15,16,3060,2,5938,Mumbai,apartment,medium,unfurnished,5-10,6,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,28246443
747,2,1,0,11,12,685,1,2653,Pune,independent,low,unfurnished,0-5,2,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,8716731
1216,3,4,2,8,22,1024,0,1409,Bangalore,villa,medium,unfurnished,20+,6,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,9608406
1587,3,3,2,9,29,1248,2,4831,Bangalore,apartment,medium,unfurnished,10-20,6,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,15073350
1184,4,3,0,11,12,1028,1,3036,Hyderabad,independent,medium,full,0-5,5,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,13745635
894,4,4,0,2,18,793,0,5939,Pune,independent,low,full,5-10,4,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,8894089
3113,3,3,1,7,8,2662,2,7455,Delhi,villa,high,unfurnished,0-5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,35916083
1373,2,1,0,0,20,1209,2,3028,Delhi,villa,high,semi,10-20,2,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,14318667
2333,2,2,3,12,13,2163,2,148,Rajahmundry,independent,medium,unfurnished,20+,5,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,14776579
3417,1,1,0,5,26,3187,2,2648,Hyderabad,villa,low,unfurnished,20+,6,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,25395044
1962,2,1,2,6,19,1621,1,4838,Ahmedabad,villa,low,full,20+,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11233468
1506,4,3,1,8,10,1162,1,7671,Hyderabad,independent,low,unfurnished,10-20,3,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,10118075
2290,1,1,1,6,15,1792,0,7928,Bangalore,independent,medium,semi,5-10,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,19671957
804,2,3,1,4,15,610,1,639,Rajahmundry,apartment,medium,semi,20+,6,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,4301820
3004,3,2,1,16,17,2423,2,4151,Bangalore,apartment,medium,unfurnished,0-5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,30108637
2184,4,4,2,10,25,1847,0,7345,Pune,villa,medium,full,0-5,7,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,22060615
3186,2,2,0,11,14,2756,0,4332,Chennai,apartment,low,semi,0-5,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,28492443
2496,2,2,0,10,16,2341,0,6957,Bangalore,independent,low,semi,0-5,3,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,18031705
2220,1,1,0,10,29,1711,2,1025,Rajahmundry,independent,medium,semi,0-5,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,13053090
1369,2,2,2,0,14,1293,0,765,Kolkata,independent,low,semi,5-10,6,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,12386139
1165,2,2,0,10,11,993,2,4921,Ahmedabad,independent,low,unfurnished,10-20,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,6648934
1431,4,5,0,3,26,1260,2,1716,Mumbai,independent,low,full,5-10,6,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,15255228
1200,1,1,0,3,17,932,2,2464,Delhi,independent,high,unfurnished,0-5,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,14405000
2379,1,1,2,13,17,2186,0,7034,Bangalore,apartment,medium,unfurnished,20+,6,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,14427910
2721,1,2,0,2,27,2227,1,3504,Chennai,independent,low,unfurnished,0-5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,18944573
2959,1,2,0,4,17,2345,2,4019,Mumbai,villa,low,unfurnished,0-5,4,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,36555352
2006,2,3,1,19,20,1600,1,2888,Chennai,independent,medium,unfurnished,5-10,2,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,12221464
2071,4,3,2,19,20,1720,0,5912,Jaipur,apartment,medium,full,5-10,3,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,10659676
1334,1,1,0,0,27,1136,1,1663,Rajahmundry,villa,high,unfurnished,20+,6,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,7959853
1144,2,2,3,10,16,1002,0,6639,Chennai,apartment,medium,unfurnished,0-5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,6692330
1288,2,1,2,7,8,1025,1,5444,Kolkata,independent,medium,semi,0-5,6,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,10949160
2992,4,4,1,15,20,2626,0,3812,Jaipur,apartment,low,unfurnished,10-20,2,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,17786093
2714,1,1,2,6,18,2373,2,1589,Rajahmundry,apartment,low,unfurnished,5-10,6,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,18420489
2989,3,2,3,0,17,2355,0,6092,Jaipur,independent,medium,full,10-20,7,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,20637891
1604,3,3,3,10,18,1369,1,3593,Bangalore,apartment,low,unfurnished,0-5,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12161162
2072,1,1,3,18,19,1799,2,6112,Jaipur,independent,high,unfurnished,5-10,7,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,12542946
1499,2,3,2,8,21,1222,2,1339,Delhi,villa,high,unfurnished,10-20,2,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,15129283
1671,3,4,0,18,19,1522,1,5955,Ahmedabad,apartment,medium,semi,20+,6,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,8223244
3447,2,1,1,19,20,2594,1,5056,Mumbai,apartment,low,unfurnished,10-20,3,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,31125973
1410,4,3,0,6,17,1206,1,7734,Chennai,apartment,low,full,10-20,5,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,13370206
1177,2,1,3,14,15,951,2,1234,Delhi,apartment,low,unfurnished,0-5,2,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,8151825
1767,3,2,0,9,13,1437,0,1892,Hyderabad,independent,high,semi,0-5,6,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,14753205
3177,1,1,2,6,10,2736,2,1885,Chennai,independent,low,unfurnished,20+,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,31625925
2341,1,1,2,12,13,1817,2,716,Chennai,villa,medium,full,0-5,3,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,19567755
3150,2,3,3,9,29,2724,0,6789,Rajahmundry,villa,medium,full,0-5,6,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,17250750
843,2,2,1,10,26,724,2,2590,Delhi,independent,high,full,5-10,6,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,10527545
2595,3,2,3,2,10,2114,2,2102,Kolkata,apartment,high,unfurnished,10-20,4,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,14102883
1012,2,3,0,10,29,842,0,5958,Delhi,independent,high,unfurnished,20+,2,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,9367580
1038,3,4,0,5,15,877,2,2287,Rajahmundry,villa,low,unfurnished,0-5,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,8461917
1149,3,3,2,15,16,1063,2,477,Rajahmundry,villa,high,unfurnished,20+,3,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,8693410
2293,3,4,1,10,11,1790,0,1864,Pune,apartment,medium,unfurnished,10-20,5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,15108758
3444,3,2,1,11,12,2799,0,6337,Hyderabad,independent,high,full,0-5,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,23290704
1241,1,1,3,16,17,1029,1,4223,Kolkata,villa,medium,full,5-10,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,7656012
2772,4,5,1,10,12,2435,1,7928,Jaipur,independent,low,semi,10-20,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,21655623
828,3,4,2,0,8,738,1,760,Chennai,apartment,low,full,20+,6,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,8569638
3410,1,1,3,8,9,2885,0,2575,Bangalore,villa,high,semi,10-20,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,27683374
3176,4,3,1,3,9,2815,2,4192,Kolkata,independent,medium,semi,20+,3,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,28618202
1419,3,3,1,11,14,1173,2,4931,Kolkata,villa,high,unfurnished,5-10,3,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,9686141
1008,4,4,2,10,11,888,0,6078,Rajahmundry,apartment,low,full,5-10,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,5241960
2196,3,3,1,16,17,1656,2,6010,Ahmedabad,independent,high,full,0-5,2,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,13997019
1383,3,2,2,1,25,1153,0,5712,Kolkata,villa,high,full,10-20,5,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,11183046
1162,3,2,3,14,23,939,2,5202,Pune,villa,low,full,0-5,4,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,11657034
3364,1,2,3,5,27,2797,1,1188,Rajahmundry,apartment,medium,semi,0-5,7,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,13987629
2929,4,5,1,14,15,2622,0,569,Delhi,villa,high,unfurnished,10-20,6,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,29335260
2903,2,1,2,4,5,2205,2,2640,Hyderabad,villa,medium,unfurnished,5-10,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,26216103
3463,4,3,3,6,25,2824,0,6711,Rajahmundry,independent,high,full,5-10,6,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,15256935
929,3,4,0,8,13,701,0,7127,Jaipur,independent,high,full,5-10,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,5706852
2387,4,4,2,7,22,1803,0,5932,Kolkata,villa,low,semi,20+,5,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,20331633
3300,2,2,2,2,23,2526,1,1515,Mumbai,independent,low,semi,20+,7,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,31639999
2817,2,1,2,3,8,2208,0,6001,Pune,apartment,medium,full,20+,3,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,19050613
1282,4,3,1,16,17,1175,2,2282,Jaipur,apartment,low,semi,10-20,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,10666672
1182,2,3,0,19,25,1062,2,1265,Hyderabad,villa,high,full,20+,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,10822277
778,2,3,0,5,24,732,2,5896,Mumbai,villa,high,unfurnished,20+,7,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,9005586
2606,4,4,2,0,4,2465,2,6690,Kolkata,independent,medium,full,20+,7,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,19810883
1674,3,2,0,15,16,1265,1,6154,Pune,apartment,medium,unfurnished,10-20,3,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,14076089
1541,2,2,0,15,18,1363,0,1406,Chennai,independent,low,unfurnished,20+,7,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,13026390
2892,2,1,2,14,16,2726,2,992,Hyderabad,apartment,high,unfurnished,5-10,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,29341580
2492,3,2,0,13,26,1959,0,7143,Bangalore,apartment,low,semi,10-20,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,26095537
3380,3,4,1,16,21,2778,0,1360,Pune,independent,medium,full,20+,6,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,33472785
3196,2,3,1,9,16,2842,2,5635,Pune,independent,low,unfurnished,10-20,6,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,23578374
1515,1,1,1,10,11,1256,1,975,Mumbai,independent,medium,full,20+,4,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,15539950
626,3,2,0,19,20,551,2,7210,Kolkata,apartment,medium,unfurnished,0-5,2,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,6033968
3267,1,1,3,17,19,2654,2,4656,Bangalore,independent,high,full,5-10,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,27264319
1816,1,1,1,0,3,1362,0,7582,Rajahmundry,independent,medium,semi,20+,3,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,11576916
1061,4,4,3,14,15,829,0,4155,Jaipur,independent,high,semi,20+,3,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,9860167
1402,3,4,2,9,27,1221,2,89,Ahmedabad,apartment,low,unfurnished,0-5,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,8779528
852,4,5,1,15,16,789,2,3538,Delhi,independent,high,unfurnished,20+,2,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,9338210
921,3,4,2,15,16,800,0,6811,Chennai,apartment,high,unfurnished,0-5,2,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,8381523
952,4,4,2,9,22,829,2,2502,Ahmedabad,independent,low,unfurnished,5-10,5,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,7253344
2707,2,2,3,2,10,2488,2,5664,Pune,apartment,low,unfurnished,5-10,6,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,26684710
3233,4,3,2,13,28,2714,2,4615,Pune,independent,high,full,5-10,5,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,32227571
3149,1,1,3,9,10,2506,2,2456,Delhi,independent,high,semi,0-5,5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,26362507
1165,2,3,1,15,26,899,1,4327,Rajahmundry,villa,medium,unfurnished,0-5,4,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,6126798
823,4,4,3,14,18,638,0,7388,Chennai,villa,high,semi,5-10,5,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,8116104
888,1,1,2,3,7,768,2,1446,Ahmedabad,villa,medium,full,5-10,5,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,7684070
1559,3,2,0,7,21,1184,0,7585,Mumbai,villa,low,unfurnished,5-10,7,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,21180108
2693,4,5,0,18,28,2076,1,5062,Rajahmundry,villa,medium,semi,20+,5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,18434176
1170,3,4,2,9,15,964,0,4429,Bangalore,apartment,medium,unfurnished,0-5,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,8802123
1167,4,5,3,8,9,887,0,5718,Pune,independent,low,semi,0-5,5,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,9985444
1983,4,4,1,9,10,1816,0,2776,Bangalore,apartment,high,unfurnished,10-20,2,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,21038717
1726,2,2,2,5,18,1516,0,519,Ahmedabad,apartment,medium,full,20+,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,13237569
3477,1,2,3,1,7,3145,0,1603,Hyderabad,villa,medium,unfurnished,20+,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,33397950
2797,3,4,0,3,29,2437,1,3932,Mumbai,apartment,low,semi,0-5,6,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,33119328
1417,1,1,2,0,29,1120,0,1155,Kolkata,independent,low,unfurnished,0-5,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,8131365
1104,4,3,2,4,23,995,1,3216,Jaipur,independent,low,unfurnished,0-5,5,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,6296555
1330,1,1,3,5,7,1030,2,1201,Mumbai,villa,medium,semi,10-20,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,13376118
1897,2,1,2,3,26,1618,1,815,Kolkata,independent,medium,semi,5-10,7,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,14119499
3239,4,5,1,1,22,2756,2,3066,Jaipur,independent,medium,unfurnished,10-20,4,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,20905788
3017,3,2,2,12,13,2639,1,3076,Chennai,apartment,medium,unfurnished,5-10,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,27935750
2286,2,2,3,16,17,2085,0,1656,Kolkata,villa,low,full,10-20,2,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,14790656
2564,4,3,1,12,13,2136,2,4953,Ahmedabad,independent,low,unfurnished,20+,4,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,17121992
3409,2,1,1,17,21,3057,2,2654,Jaipur,apartment,low,semi,5-10,6,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,17034140
2848,2,2,1,18,19,2345,2,92,Rajahmundry,apartment,high,full,20+,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,11345616
3079,4,3,3,2,3,2427,0,1141,Rajahmundry,apartment,medium,unfurnished,5-10,7,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,19653601
847,4,4,3,15,16,720,1,2398,Kolkata,villa,medium,full,0-5,4,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7551782
2082,4,4,3,2,19,1664,1,4716,Rajahmundry,independent,low,unfurnished,20+,3,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,13116940
1306,2,3,3,5,20,1005,2,276,Hyderabad,apartment,medium,full,10-20,5,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,11281551
710,4,3,2,18,26,566,2,3610,Jaipur,villa,high,unfurnished,10-20,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,7973051
3030,4,5,1,4,24,2476,0,1646,Mumbai,villa,low,semi,0-5,7,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,27274674
1878,2,1,0,15,16,1659,0,7676,Delhi,villa,high,unfurnished,20+,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,18067642
2941,4,5,0,9,20,2559,2,951,Bangalore,independent,low,full,20+,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,30828407
806,3,4,3,0,11,689,0,5860,Pune,apartment,low,semi,5-10,5,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,4678706
1804,2,3,3,10,26,1435,2,3328,Rajahmundry,apartment,medium,unfurnished,20+,2,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,7574349
1689,2,1,3,9,28,1530,1,1902,Ahmedabad,apartment,high,semi,20+,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7912776
2116,2,2,2,4,23,1626,1,2406,Jaipur,villa,high,semi,0-5,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,16518968
2478,2,1,1,19,20,1887,2,1564,Chennai,villa,medium,semi,5-10,4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,18661463
1899,2,1,1,6,11,1690,2,7733,Bangalore,apartment,medium,unfurnished,20+,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,20913606
2801,2,1,1,19,25,2352,1,5269,Ahmedabad,apartment,medium,unfurnished,10-20,4,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,20877026
1108,1,2,3,4,8,857,0,3574,Delhi,independent,low,full,10-20,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,10238105
1822,4,3,3,3,20,1382,0,5420,Delhi,independent,medium,unfurnished,0-5,6,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,16135655
2725,2,1,1,2,5,2077,2,7244,Hyderabad,independent,low,unfurnished,0-5,2,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,24744940
2353,4,3,3,11,28,1845,0,5688,Hyderabad,independent,medium,semi,20+,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,16835564
3022,4,4,1,4,23,2518,1,7785,Ahmedabad,independent,high,unfurnished,10-20,2,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,18793751
2806,4,3,1,11,26,2452,1,1379,Ahmedabad,apartment,high,full,5-10,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,22189383
2220,4,4,2,8,11,1724,1,3897,Delhi,independent,medium,semi,20+,7,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,21886325
1218,1,1,3,6,24,955,1,4070,Jaipur,apartment,high,semi,20+,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,5946003
1685,2,2,0,6,28,1412,2,1138,Jaipur,apartment,low,full,20+,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,9329234
1057,3,2,2,5,13,920,1,1954,Ahmedabad,apartment,medium,semi,20+,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8346870
2764,4,4,2,9,21,2181,1,1474,Hyderabad,villa,low,unfurnished,5-10,3,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,17401797
1956,3,3,1,3,24,1522,1,7962,Kolkata,villa,high,full,0-5,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15577461
1146,2,3,0,14,18,1035,1,4098,Chennai,independent,high,unfurnished,20+,6,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,8837637
1172,2,2,1,8,17,939,1,5004,Hyderabad,apartment,medium,unfurnished,10-20,3,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,9213771
1599,1,1,1,15,28,1345,2,2050,Pune,villa,high,semi,20+,6,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,18008376
933,3,4,0,8,9,856,1,899,Hyderabad,independent,medium,full,20+,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8558679
2978,3,4,3,5,21,2820,2,2631,Hyderabad,apartment,high,semi,0-5,4,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,17741213
1425,4,3,0,17,20,1256,0,5146,Ahmedabad,apartment,low,unfurnished,0-5,3,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,10823490
2469,1,1,3,3,18,2185,0,3273,Chennai,independent,high,semi,0-5,3,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,14521753
2395,2,3,3,9,21,2121,2,4498,Mumbai,independent,medium,semi,20+,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,18918347
2126,1,1,3,15,19,1929,1,4019,Rajahmundry,apartment,high,unfurnished,0-5,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,10559302
